transaction_time,transaction_amount,avg_transaction_30d,transaction_frequency_10min,current_location,previous_location,account_balance,transaction_type,account_age_days,failed_login_attempts,login_hour,transactions_today,risk_score,fraud_label
01:54,212780.09,12263,11,Vijayapura,Pune,479777.81,Transfer,793,8,1,14,100,Fraud
23:41,890113.67,23661,9,Chitradurga,Jaipur,1229580.36,Withdrawal,475,3,23,9,90,Fraud
10:02,7872.43,7478,3,Noida,Noida,199933.35,Transfer,140,1,10,5,8,Normal
00:12,179080.77,13896,6,Hassan,Patna,344492.74,Withdrawal,398,3,0,17,100,Fraud
23:10,697370.76,17801,5,Hyderabad,Raichur,1086452.73,Transfer,566,3,23,21,100,Fraud
01:29,499408.76,14335,11,Chitradurga,Bengaluru,762032.89,Transfer,1019,4,1,16,100,Fraud
07:58,8137.15,7581,1,Kolkata,Kolkata,80063.86,Withdrawal,687,1,7,1,5,Normal
11:14,9149.09,8819,2,Lucknow,Lucknow,206250.2,Transfer,515,1,11,1,8,Normal
23:52,40362.0,2665,10,Bidar,Noida,57388.62,Transfer,324,6,23,10,100,Fraud
01:50,649020.49,22999,11,Hyderabad,Chitradurga,1502812.35,Transfer,615,8,1,9,100,Fraud
17:19,13761.47,15236,2,Ahmedabad,Ahmedabad,253615.63,Transfer,1113,1,17,1,8,Normal
02:16,97774.6,5113,9,Bengaluru,Belagavi,242016.46,Transfer,61,8,2,11,100,Fraud
20:06,21617.37,16328,3,Hubballi,Hubballi,303984.02,Transfer,273,0,20,3,8,Normal
00:39,381603.43,16539,8,Bellary,Patna,737802.05,Transfer,809,3,0,9,100,Fraud
23:24,225234.75,6027,11,Mumbai,Karwar,484075.31,Withdrawal,1005,4,23,18,100,Fraud
01:37,109125.63,5149,7,Mysuru,Pune,262184.86,Transfer,924,6,1,20,100,Fraud
01:52,134163.07,11792,11,Kochi,Bagalkot,286415.58,Transfer,987,8,1,15,100,Fraud
19:11,15546.79,15015,2,Surat,Surat,449809.22,Withdrawal,58,1,19,2,13,Normal
19:37,24483.95,18408,1,Surat,Surat,411711.83,Transfer,475,1,19,4,8,Normal
16:46,24852.98,20424,1,Noida,Noida,404949.48,Deposit,429,1,16,5,0,Normal
04:18,462633.11,21119,9,Chennai,Vijayapura,631098.95,Withdrawal,228,8,4,10,100,Fraud
08:57,30724.95,24602,2,Udupi,Udupi,515774.81,Transfer,1033,0,8,5,8,Normal
02:03,90689.71,10382,7,Hassan,Mysuru,167206.51,Transfer,361,2,2,20,99,Fraud
22:25,17420.6,19600,3,Belagavi,Belagavi,276022.99,Transfer,963,1,22,1,8,Normal
00:21,149568.94,4059,6,Patna,Kochi,351862.31,Transfer,447,8,0,9,100,Fraud
12:08,4097.43,3752,3,Patna,Patna,106071.82,Withdrawal,386,1,12,5,5,Normal
02:41,467411.59,21659,10,Raichur,Shimoga,1248346.24,Transfer,585,7,2,16,100,Fraud
04:12,95983.45,3144,9,Noida,Mumbai,226784.37,Transfer,368,3,4,8,100,Fraud
04:50,273492.77,8405,9,Manipal,Delhi,655509.93,Transfer,84,3,4,22,100,Fraud
21:49,15665.93,17018,3,Ahmedabad,Ahmedabad,487588.48,Deposit,939,0,21,3,0,Normal
00:36,102255.95,9239,10,Kochi,Shimoga,147600.44,Withdrawal,1017,2,0,14,100,Fraud
02:55,441748.86,13523,9,Bagalkot,Bengaluru,987645.68,Withdrawal,572,2,2,18,100,Fraud
10:02,7663.95,8997,2,Kolkata,Kolkata,144062.95,Transfer,762,0,10,3,8,Normal
02:37,313568.22,12660,6,Raichur,Bagalkot,444660.17,Transfer,485,6,2,18,100,Fraud
08:23,4568.48,4854,3,Shimoga,Patna,64313.27,Transfer,1131,1,8,5,23,Normal
04:51,183947.97,6558,10,Belagavi,Jaipur,409404.29,Transfer,435,7,4,9,100,Fraud
11:36,19434.26,19175,3,Bellary,Bellary,420024.47,Withdrawal,45,0,11,1,13,Normal
18:37,15237.59,14230,3,Kochi,Kochi,154115.41,Transfer,140,0,18,4,8,Normal
07:08,17617.71,21608,2,Vijayapura,Vijayapura,414181.16,Withdrawal,334,0,7,1,5,Normal
21:36,14769.77,15808,3,Surat,Surat,165115.84,Deposit,964,0,21,1,0,Normal
20:24,15939.51,13934,1,Belagavi,Belagavi,169526.41,Deposit,440,1,20,1,0,Normal
02:45,257161.48,7230,6,Mumbai,Gulbarga,646674.48,Transfer,283,4,2,8,100,Fraud
19:14,9881.25,9980,3,Kolkata,Kolkata,104778.11,Transfer,280,1,19,4,8,Normal
14:58,12870.56,11899,3,Hyderabad,Hyderabad,198574.9,Deposit,731,0,14,3,0,Normal
02:28,60572.7,2667,10,Chandigarh,Jaipur,127563.44,Transfer,184,4,2,10,100,Fraud
23:58,107889.51,8728,9,Raichur,Gulbarga,153857.24,Transfer,247,6,23,8,91,Fraud
15:46,17058.76,12682,2,Belagavi,Belagavi,161040.67,Transfer,477,1,15,4,8,Normal
14:34,9232.28,16142,3,Bengaluru,Bengaluru,339276.54,Deposit,790,0,14,3,0,Normal
12:46,11612.99,15003,3,Jaipur,Jaipur,131329.79,Withdrawal,905,0,12,1,5,Normal
01:57,320091.22,23093,6,Kolkata,Noida,362276.98,Transfer,1063,6,1,10,100,Fraud
12:44,24033.25,13448,3,Hyderabad,Hyderabad,219709.19,Transfer,48,1,12,4,16,Normal
15:16,24869.91,21132,3,Bagalkot,Bagalkot,421528.57,Transfer,663,1,15,2,8,Normal
01:44,666972.03,18640,6,Jaipur,Hassan,1583992.82,Transfer,295,8,1,8,100,Fraud
04:33,57557.24,6539,8,Hyderabad,Manipal,61093.95,Transfer,994,5,4,10,100,Fraud
19:07,8596.65,7595,1,Chandigarh,Chandigarh,141130.93,Transfer,794,1,19,3,8,Normal
10:14,13727.52,22128,3,Mumbai,Mumbai,445951.49,Withdrawal,791,1,10,5,5,Normal
01:02,280147.93,14417,8,Bengaluru,Hubballi,523617.72,Withdrawal,305,3,1,15,100,Fraud
21:53,13173.89,12305,2,Bellary,Bellary,365267.8,Transfer,126,0,21,3,8,Normal
14:46,8743.2,6356,1,Lucknow,Dharwad,169628.08,Deposit,1093,1,14,5,15,Normal
02:30,59336.74,3706,8,Vijayapura,Shimoga,160418.92,Transfer,133,4,2,23,100,Fraud
14:29,13169.06,21065,2,Hyderabad,Hyderabad,489985.79,Transfer,405,0,14,5,8,Normal
11:25,21421.84,20194,1,Mumbai,Mumbai,308107.57,Transfer,807,1,11,4,8,Normal
23:11,535116.55,13449,6,Ahmedabad,Dharwad,743744.12,Transfer,470,8,23,9,100,Fraud
01:38,508125.87,22419,11,Karwar,Delhi,953549.99,Transfer,1198,3,1,8,100,Fraud
14:55,35468.45,24361,3,Pune,Pune,455705.98,Transfer,587,1,14,2,8,Normal
09:30,18083.64,21981,3,Ahmedabad,Ahmedabad,523217.04,Transfer,941,1,9,1,8,Normal
13:20,6630.26,9125,2,Raichur,Raichur,95469.07,Withdrawal,115,1,13,4,5,Normal
00:18,542954.77,16581,8,Manipal,Bengaluru,1493751.02,Transfer,875,8,0,15,100,Fraud
07:05,13621.9,14174,1,Mumbai,Mumbai,340344.73,Transfer,99,1,7,3,8,Normal
02:33,607720.01,21036,9,Mumbai,Kochi,1620533.21,Transfer,1162,7,2,20,100,Fraud
23:02,386137.78,18085,5,Belagavi,Bellary,849730.18,Transfer,465,8,23,12,100,Fraud
23:56,424690.34,16502,10,Bidar,Raichur,1268304.46,Transfer,820,6,23,10,100,Fraud
00:37,148499.69,8948,7,Belagavi,Kochi,290006.49,Transfer,471,4,0,14,100,Fraud
03:22,180675.92,8032,11,Bidar,Shimoga,300659.07,Transfer,915,4,3,21,100,Fraud
00:34,80957.68,5072,7,Udupi,Hubballi,179419.77,Transfer,1098,3,0,24,100,Fraud
14:10,11082.15,20213,2,Hyderabad,Hyderabad,580343.6,Transfer,1168,0,14,2,8,Normal
01:21,227045.06,17717,8,Bagalkot,Karwar,451235.54,Withdrawal,695,5,1,8,100,Fraud
19:35,3314.01,3386,1,Udupi,Udupi,75671.7,Deposit,609,0,19,5,0,Normal
00:27,569462.45,19977,8,Karwar,Udupi,1339671.31,Transfer,1083,2,0,17,100,Fraud
18:11,9139.94,16403,3,Bellary,Bellary,475833.4,Withdrawal,919,0,18,2,5,Normal
21:14,11133.47,10995,2,Hubballi,Hubballi,298719.46,Withdrawal,407,0,21,1,5,Normal
02:51,840338.03,22623,7,Bellary,Patna,1183966.01,Transfer,833,6,2,13,100,Fraud
15:40,3193.45,4464,1,Bengaluru,Bengaluru,86388.27,Deposit,780,0,15,4,0,Normal
00:40,275479.83,12360,5,Patna,Kolkata,398399.38,Transfer,604,6,0,23,100,Fraud
16:32,4094.7,4753,1,Pune,Pune,91505.48,Transfer,1056,1,16,5,8,Normal
10:56,9107.44,10782,3,Chitradurga,Chitradurga,290395.73,Withdrawal,807,1,10,2,5,Normal
00:33,461530.56,20223,10,Mysuru,Chandigarh,1251474.98,Transfer,87,6,0,18,100,Fraud
00:49,622682.14,16054,8,Kolkata,Bellary,1379953.33,Transfer,441,3,0,24,100,Fraud
02:42,595995.61,16026,7,Delhi,Chandigarh,778435.1,Transfer,627,4,2,13,100,Fraud
13:43,12919.64,17895,3,Shimoga,Shimoga,491974.93,Deposit,489,0,13,4,0,Normal
07:09,2152.66,2065,2,Bagalkot,Bagalkot,35421.29,Deposit,674,0,7,1,0,Normal
15:39,5737.86,5161,1,Vijayapura,Vijayapura,81082.51,Deposit,234,1,15,5,0,Normal
20:22,16586.91,15620,3,Chennai,Chennai,206779.57,Transfer,330,1,20,2,8,Normal
04:55,106430.54,13114,7,Vijayapura,Pune,266690.8,Transfer,1094,8,4,17,100,Fraud
14:07,22660.58,20220,2,Lucknow,Lucknow,550987.13,Transfer,942,1,14,3,8,Normal
16:25,19557.73,16873,2,Surat,Udupi,193249.41,Deposit,558,0,16,2,15,Normal
13:54,16644.97,21966,1,Hassan,Bengaluru,317272.06,Transfer,1038,0,13,4,23,Normal
22:05,22505.85,20608,2,Shimoga,Shimoga,292941.88,Withdrawal,924,1,22,5,5,Normal
16:40,10738.92,16698,1,Pune,Pune,463855.55,Withdrawal,19,0,16,1,20,Normal
23:34,33818.19,2906,7,Hubballi,Kochi,29398.57,Transfer,164,7,23,14,100,Fraud
12:49,4596.74,3566,1,Delhi,Delhi,65832.58,Transfer,599,0,12,1,8,Normal
10:47,16512.66,16084,3,Ahmedabad,Ahmedabad,192310.96,Withdrawal,1146,1,10,4,5,Normal
02:02,60072.98,2858,8,Chitradurga,Raichur,135737.29,Withdrawal,654,6,2,8,100,Fraud
04:41,243760.07,16434,10,Noida,Raichur,166317.61,Transfer,1050,6,4,9,100,Fraud
14:53,17734.47,12066,2,Manipal,Manipal,223498.59,Transfer,204,0,14,5,8,Normal
00:49,400671.63,24105,11,Gulbarga,Surat,1031148.92,Transfer,272,5,0,8,100,Fraud
15:48,16406.58,18857,3,Patna,Patna,438443.41,Transfer,645,1,15,3,8,Normal
00:44,207004.73,12053,6,Kochi,Ahmedabad,555435.79,Transfer,116,4,0,21,100,Fraud
18:16,31347.0,23900,3,Surat,Manipal,266649.31,Transfer,382,1,18,3,23,Normal
18:22,6805.56,5760,1,Gulbarga,Gulbarga,164856.03,Transfer,645,0,18,3,8,Normal
21:32,22201.85,20767,3,Chandigarh,Chandigarh,373799.53,Deposit,1115,0,21,3,0,Normal
14:15,29593.41,22592,2,Hassan,Hassan,256781.1,Deposit,442,1,14,3,0,Normal
23:46,109174.49,3656,10,Surat,Karwar,192216.68,Withdrawal,677,2,23,16,95,Fraud
03:12,407013.88,23121,5,Jaipur,Karwar,575468.66,Transfer,601,4,3,15,100,Fraud
00:34,451290.64,17275,10,Mumbai,Chandigarh,583991.73,Transfer,142,8,0,22,100,Fraud
02:54,131020.53,6276,10,Kochi,Kolkata,376477.38,Transfer,441,3,2,10,100,Fraud
02:36,602714.71,17959,8,Ahmedabad,Kolkata,1466569.0,Transfer,797,2,2,17,100,Fraud
12:41,11389.06,9776,2,Pune,Pune,212953.63,Transfer,610,0,12,5,8,Normal
00:45,293408.83,12963,10,Surat,Chennai,406981.89,Transfer,56,4,0,9,100,Fraud
08:56,7205.59,6321,3,Hassan,Hassan,182651.56,Withdrawal,968,1,8,1,5,Normal
03:17,106341.37,5957,7,Raichur,Patna,258355.88,Withdrawal,606,2,3,23,100,Fraud
13:19,20878.4,18148,1,Vijayapura,Vijayapura,320441.68,Transfer,913,0,13,4,8,Normal
00:02,626331.96,16692,10,Vijayapura,Pune,777286.88,Transfer,503,3,0,8,100,Fraud
00:25,269171.26,7275,5,Kolkata,Jaipur,702842.71,Transfer,1171,2,0,18,100,Fraud
04:40,111589.08,8213,10,Belagavi,Chitradurga,166403.42,Transfer,688,3,4,17,100,Fraud
04:40,831109.0,22108,8,Bidar,Vijayapura,1924267.34,Transfer,1171,7,4,15,100,Fraud
15:02,20420.54,17227,2,Mumbai,Mumbai,164477.02,Deposit,943,1,15,5,0,Normal
21:06,8428.56,6649,3,Hassan,Hassan,190699.93,Transfer,1138,0,21,4,8,Normal
03:00,218842.3,15273,5,Mysuru,Delhi,389299.87,Transfer,136,3,3,18,100,Fraud
01:04,183951.07,17090,7,Chennai,Belagavi,485452.73,Transfer,546,3,1,23,100,Fraud
03:17,244748.44,7012,11,Hassan,Kochi,563916.54,Transfer,1105,6,3,24,100,Fraud
08:51,9641.72,8708,2,Chandigarh,Chandigarh,246848.43,Deposit,685,1,8,3,0,Normal
15:31,14901.49,16107,2,Udupi,Udupi,195148.4,Withdrawal,1032,0,15,2,5,Normal
03:23,81587.66,7904,11,Lucknow,Noida,104622.09,Withdrawal,466,8,3,14,100,Fraud
00:11,211769.58,7233,6,Chitradurga,Pune,288239.28,Transfer,482,8,0,24,100,Fraud
14:52,18875.61,17430,2,Hubballi,Hubballi,234193.93,Withdrawal,522,1,14,2,5,Normal
12:12,20179.12,22372,1,Gulbarga,Gulbarga,576835.51,Deposit,217,1,12,4,0,Normal
20:20,24746.84,24521,2,Mumbai,Mumbai,686615.48,Deposit,999,0,20,4,0,Normal
21:03,4127.06,4424,3,Ahmedabad,Ahmedabad,48865.1,Deposit,377,0,21,3,0,Normal
23:49,248875.96,11855,7,Pune,Bengaluru,408358.58,Transfer,617,5,23,12,100,Fraud
09:48,13831.06,11290,1,Chennai,Chennai,148404.42,Deposit,1143,0,9,5,0,Normal
04:41,135419.79,12784,9,Bengaluru,Hyderabad,223810.19,Transfer,805,7,4,16,100,Fraud
09:03,14149.6,16417,3,Bidar,Bidar,212701.09,Withdrawal,832,0,9,5,5,Normal
02:40,406737.01,15183,7,Mysuru,Karwar,1151205.58,Transfer,650,7,2,14,100,Fraud
00:43,337530.89,12923,8,Hassan,Karwar,574179.86,Transfer,197,8,0,18,100,Fraud
00:02,332755.29,8750,7,Udupi,Manipal,767226.54,Transfer,392,4,0,19,100,Fraud
09:06,8068.32,7892,1,Ahmedabad,Ahmedabad,143493.47,Withdrawal,151,1,9,1,5,Normal
15:11,12851.88,21793,2,Lucknow,Karwar,364679.06,Withdrawal,106,0,15,1,20,Normal
01:18,207585.19,14331,9,Dharwad,Udupi,391716.5,Transfer,1175,8,1,21,100,Fraud
01:45,129524.68,9181,5,Jaipur,Mumbai,235265.72,Transfer,1112,3,1,14,100,Fraud
22:10,19553.21,23579,3,Lucknow,Lucknow,303031.7,Deposit,743,1,22,5,0,Normal
00:49,162204.91,11124,10,Kochi,Gulbarga,281718.78,Transfer,1095,2,0,18,100,Fraud
03:19,170274.45,4475,8,Vijayapura,Bagalkot,340321.98,Withdrawal,551,3,3,18,100,Fraud
00:07,126340.94,15159,6,Surat,Chennai,291804.83,Transfer,1083,5,0,17,100,Fraud
04:07,99951.92,9584,9,Noida,Jaipur,187645.09,Transfer,1024,8,4,24,100,Fraud
23:09,679236.74,19050,8,Chandigarh,Mumbai,1751775.37,Transfer,164,7,23,11,100,Fraud
01:18,178195.78,11459,5,Pune,Chandigarh,291489.82,Transfer,987,6,1,8,100,Fraud
00:20,271098.19,9506,8,Noida,Pune,647161.18,Transfer,154,2,0,19,100,Fraud
18:56,2856.47,3949,2,Raichur,Raichur,109568.09,Withdrawal,971,0,18,3,5,Normal
10:38,28504.73,19657,1,Kochi,Kochi,340366.37,Transfer,689,1,10,4,8,Normal
00:22,95740.26,2485,6,Kolkata,Delhi,264572.71,Transfer,686,5,0,16,100,Fraud
07:49,15092.88,15394,1,Delhi,Delhi,438563.07,Transfer,1073,1,7,5,8,Normal
12:21,6436.09,7788,2,Chennai,Chennai,173788.99,Withdrawal,816,0,12,4,5,Normal
11:50,10773.66,9054,1,Bidar,Bidar,124373.35,Withdrawal,569,0,11,1,5,Normal
11:23,4685.97,5114,1,Mysuru,Dharwad,142498.28,Transfer,277,0,11,3,23,Normal
00:01,72073.03,2876,5,Bidar,Kochi,164142.76,Withdrawal,1029,7,0,17,100,Fraud
21:21,29484.12,20932,2,Pune,Pune,352075.64,Withdrawal,1144,1,21,1,5,Normal
19:52,2979.29,3066,3,Mysuru,Mysuru,82301.08,Transfer,431,0,19,2,8,Normal
17:19,8056.9,8134,1,Chitradurga,Chitradurga,89013.08,Transfer,652,0,17,3,8,Normal
02:55,163354.17,5932,5,Pune,Vijayapura,336889.39,Withdrawal,236,4,2,9,100,Fraud
04:40,236353.97,23228,9,Delhi,Pune,340154.23,Transfer,928,7,4,11,100,Fraud
08:02,6649.43,10420,1,Belagavi,Belagavi,240996.49,Deposit,479,1,8,2,0,Normal
07:36,1947.35,2043,1,Mumbai,Mumbai,36030.82,Deposit,1156,0,7,2,0,Normal
16:43,27119.41,17325,2,Hassan,Hassan,331954.51,Withdrawal,568,1,16,3,5,Normal
21:52,20596.38,14823,3,Belagavi,Belagavi,397821.25,Deposit,1108,1,21,4,0,Normal
01:53,66516.2,4308,7,Kolkata,Karwar,82780.0,Withdrawal,98,4,1,24,100,Fraud
11:03,6648.58,8742,3,Chitradurga,Chandigarh,141443.41,Deposit,850,1,11,3,15,Normal
07:55,23986.48,22373,3,Shimoga,Shimoga,629248.35,Transfer,801,0,7,3,8,Normal
01:18,312409.41,14446,10,Shimoga,Udupi,878440.42,Transfer,260,6,1,17,100,Fraud
03:07,124643.21,6303,9,Kochi,Hassan,330580.61,Transfer,1003,7,3,21,100,Fraud
21:55,2556.53,2146,1,Patna,Patna,19108.3,Transfer,173,1,21,5,8,Normal
04:18,130107.27,4244,5,Mysuru,Udupi,215835.29,Transfer,744,5,4,21,100,Fraud
00:00,351051.29,18839,6,Mysuru,Chitradurga,731848.66,Transfer,227,5,0,14,100,Fraud
03:46,606132.55,22268,11,Chandigarh,Raichur,1769723.09,Transfer,138,5,3,14,100,Fraud
07:30,13587.97,10986,2,Chitradurga,Chitradurga,171373.62,Deposit,763,1,7,5,0,Normal
01:32,275767.04,7616,6,Belagavi,Gulbarga,764151.43,Transfer,1148,2,1,16,100,Fraud
16:54,11009.51,10462,2,Chitradurga,Chitradurga,97483.72,Transfer,91,1,16,3,8,Normal
03:55,246757.42,11756,10,Bellary,Vijayapura,532674.9,Transfer,341,4,3,18,100,Fraud
00:48,455393.26,16219,5,Kochi,Noida,1352599.83,Transfer,1021,4,0,24,100,Fraud
02:04,410348.24,12109,9,Manipal,Chitradurga,716611.75,Transfer,254,8,2,12,100,Fraud
23:29,50213.21,4904,8,Pune,Delhi,90857.78,Transfer,111,5,23,11,93,Fraud
03:46,240676.58,10457,9,Kochi,Bengaluru,312369.68,Transfer,264,8,3,16,100,Fraud
11:53,21029.54,21209,3,Jaipur,Jaipur,497907.94,Withdrawal,189,1,11,4,5,Normal
18:49,9530.12,6897,2,Vijayapura,Vijayapura,189651.18,Deposit,1120,0,18,5,0,Normal
15:51,15737.22,12625,3,Bengaluru,Bengaluru,306644.84,Transfer,1108,0,15,3,8,Normal
13:52,4589.3,5325,2,Dharwad,Dharwad,158284.55,Transfer,820,1,13,1,8,Normal
07:25,10041.82,10012,1,Raichur,Raichur,111677.89,Transfer,1181,1,7,3,8,Normal
02:32,547005.18,19127,5,Kolkata,Delhi,837616.08,Transfer,25,3,2,15,100,Fraud
14:23,17096.59,16510,3,Pune,Pune,401590.63,Withdrawal,473,0,14,5,5,Normal
20:09,6011.74,9961,3,Chitradurga,Chitradurga,266613.5,Transfer,138,1,20,3,8,Normal
08:10,10785.9,12029,2,Jaipur,Jaipur,290808.01,Withdrawal,1197,0,8,4,5,Normal
00:15,849555.86,21778,5,Mumbai,Chennai,2516429.59,Transfer,551,5,0,18,100,Fraud
03:02,307615.54,10774,10,Kochi,Bellary,497326.71,Withdrawal,614,3,3,9,100,Fraud
03:30,196535.05,5620,8,Mumbai,Patna,329641.73,Withdrawal,191,2,3,23,100,Fraud
15:08,8064.55,9274,1,Chandigarh,Chandigarh,260807.89,Deposit,948,0,15,1,0,Normal
03:19,611530.88,20452,10,Chitradurga,Ahmedabad,1830203.6,Transfer,495,5,3,17,100,Fraud
21:49,5490.73,7950,3,Hyderabad,Hyderabad,73672.92,Transfer,224,0,21,5,8,Normal
18:00,12036.62,11847,3,Hyderabad,Hyderabad,112582.55,Transfer,53,0,18,4,16,Normal
04:47,257696.14,22128,8,Mumbai,Chennai,457408.62,Withdrawal,974,8,4,24,100,Fraud
03:59,186838.43,13306,9,Bellary,Manipal,377634.18,Transfer,467,6,3,12,100,Fraud
10:45,5781.41,9333,1,Dharwad,Dharwad,153255.76,Deposit,556,1,10,2,0,Normal
16:29,3869.04,2203,1,Chennai,Chennai,33756.12,Transfer,349,0,16,2,8,Normal
23:47,92197.77,2807,5,Bidar,Manipal,187555.21,Transfer,640,2,23,14,83,Fraud
00:33,713629.28,18574,10,Gulbarga,Chennai,1570315.92,Transfer,211,5,0,23,100,Fraud
02:56,625901.12,17165,8,Lucknow,Hassan,1087178.62,Withdrawal,1008,3,2,14,100,Fraud
21:43,18012.17,12446,3,Patna,Patna,172696.67,Transfer,505,1,21,1,8,Normal
10:36,3062.41,6917,1,Kochi,Kochi,118791.23,Transfer,358,0,10,5,8,Normal
22:18,7642.59,11450,2,Mysuru,Mysuru,226065.16,Transfer,418,1,22,5,8,Normal
01:12,805536.16,20530,10,Karwar,Kolkata,1346250.92,Transfer,339,3,1,9,100,Fraud
00:13,412588.22,14234,11,Belagavi,Raichur,918986.25,Transfer,304,4,0,20,100,Fraud
02:32,447726.44,23627,10,Mumbai,Hassan,788047.83,Withdrawal,905,2,2,14,100,Fraud
23:12,202173.22,9533,5,Belagavi,Udupi,256998.84,Transfer,1047,4,23,8,85,Fraud
17:33,26084.81,23228,3,Udupi,Udupi,233403.48,Deposit,453,0,17,2,0,Normal
04:07,695990.36,18575,10,Gulbarga,Vijayapura,901823.22,Transfer,766,8,4,21,100,Fraud
07:34,29861.86,24048,1,Hubballi,Hubballi,256274.06,Deposit,980,0,7,4,0,Normal
02:19,494051.25,14394,8,Manipal,Patna,647550.87,Transfer,684,2,2,14,100,Fraud
11:15,5028.21,7408,2,Bidar,Bidar,180733.86,Transfer,414,0,11,2,8,Normal
17:42,10625.46,14157,1,Hubballi,Hubballi,373017.3,Transfer,530,0,17,2,8,Normal
18:22,14621.43,18941,3,Hassan,Hassan,405575.05,Deposit,539,1,18,1,0,Normal
11:00,2219.76,2387,1,Shimoga,Shimoga,56014.03,Transfer,28,0,11,4,23,Normal
15:12,10874.44,9286,1,Mysuru,Mysuru,90331.98,Withdrawal,157,1,15,5,5,Normal
23:09,82231.59,5071,9,Patna,Shimoga,172554.76,Transfer,27,8,23,18,100,Fraud
18:32,16068.75,12218,2,Karwar,Karwar,212712.31,Transfer,555,0,18,2,8,Normal
00:58,157243.39,4863,7,Kolkata,Chennai,289779.6,Withdrawal,989,6,0,21,100,Fraud
21:34,15737.87,17997,1,Udupi,Udupi,483985.56,Withdrawal,728,1,21,4,5,Normal
08:38,11495.17,14173,2,Raichur,Raichur,189181.76,Deposit,127,0,8,4,0,Normal
23:08,127143.88,7554,9,Hassan,Lucknow,351639.45,Transfer,294,2,23,15,81,Fraud
02:12,215572.62,8027,10,Shimoga,Chennai,600877.52,Transfer,594,3,2,22,100,Fraud
23:35,246087.07,9763,11,Dharwad,Noida,476263.66,Transfer,1017,8,23,12,100,Fraud
17:50,10839.11,24274,3,Shimoga,Shimoga,325478.58,Deposit,942,0,17,2,0,Normal
07:07,4160.82,4321,2,Chitradurga,Chitradurga,49217.91,Withdrawal,1192,0,7,2,5,Normal
01:05,762153.91,23394,8,Raichur,Gulbarga,1419500.21,Transfer,955,3,1,8,100,Fraud
00:42,184804.99,4632,9,Chitradurga,Dharwad,423514.18,Transfer,905,7,0,8,100,Fraud
02:26,702317.09,20878,5,Lucknow,Delhi,1798816.52,Transfer,838,8,2,20,100,Fraud
01:24,169916.42,14215,6,Gulbarga,Noida,288565.22,Transfer,317,6,1,12,100,Fraud
13:50,18865.44,14494,1,Kochi,Kochi,381629.35,Transfer,1129,1,13,2,8,Normal
04:52,67480.08,5734,5,Pune,Shimoga,145865.37,Withdrawal,476,5,4,9,92,Fraud
14:39,24195.12,24640,1,Udupi,Udupi,284980.51,Withdrawal,53,1,14,2,13,Normal
23:35,39971.48,3966,9,Bellary,Hubballi,70625.31,Transfer,529,3,23,23,100,Fraud
03:19,311354.66,14809,10,Bengaluru,Hubballi,620810.96,Transfer,993,5,3,14,100,Fraud
13:38,17471.71,18181,1,Chennai,Mysuru,238606.48,Transfer,45,0,13,5,31,Normal
00:23,600600.75,21658,8,Bagalkot,Chennai,1031870.38,Transfer,796,2,0,17,100,Fraud
04:26,195894.61,15626,5,Belagavi,Kolkata,247097.18,Transfer,62,5,4,23,100,Fraud
21:33,21151.31,18819,2,Patna,Patna,487353.16,Deposit,529,1,21,4,0,Normal
01:52,304422.75,7850,10,Kolkata,Dharwad,597110.3,Transfer,629,7,1,14,100,Fraud
00:49,400497.4,23105,11,Bagalkot,Bellary,503104.53,Transfer,258,4,0,22,100,Fraud
11:02,22290.33,24413,2,Manipal,Lucknow,311431.61,Transfer,1178,0,11,2,23,Normal
10:05,21961.08,20453,2,Raichur,Raichur,185327.84,Transfer,860,1,10,3,8,Normal
00:03,610780.52,22538,10,Vijayapura,Pune,1806470.56,Transfer,752,7,0,12,100,Fraud
15:03,5983.24,5817,3,Hyderabad,Hyderabad,123551.61,Withdrawal,19,1,15,1,20,Normal
01:51,211891.0,14511,9,Bagalkot,Patna,234477.55,Transfer,1165,4,1,9,100,Fraud
02:14,569738.35,18629,6,Jaipur,Mysuru,1277465.63,Transfer,980,7,2,14,100,Fraud
07:50,11305.64,11374,1,Jaipur,Jaipur,278377.65,Deposit,1154,1,7,5,0,Normal
03:21,179987.42,12711,10,Raichur,Udupi,309171.31,Transfer,609,7,3,13,100,Fraud
08:40,30377.46,23542,1,Bagalkot,Lucknow,376795.95,Withdrawal,659,1,8,3,20,Normal
08:40,28640.45,20511,1,Bellary,Bellary,212381.73,Deposit,479,1,8,5,0,Normal
02:40,392751.13,13164,9,Delhi,Karwar,936080.21,Transfer,546,3,2,10,100,Fraud
09:20,21438.93,18347,1,Belagavi,Belagavi,419436.55,Transfer,817,0,9,2,8,Normal
21:31,18854.93,22746,3,Surat,Karwar,541653.28,Deposit,659,1,21,4,15,Normal
02:56,802041.46,20578,7,Karwar,Hassan,1031515.1,Transfer,635,3,2,24,100,Fraud
19:32,11330.65,14224,1,Bengaluru,Bengaluru,187546.51,Transfer,309,1,19,2,8,Normal
01:57,133235.09,5731,8,Bellary,Lucknow,302160.87,Transfer,176,3,1,12,100,Fraud
23:18,47807.8,2525,10,Delhi,Mumbai,122291.86,Transfer,1057,5,23,12,100,Fraud
17:13,15226.35,9855,1,Bagalkot,Bagalkot,85502.43,Transfer,197,0,17,3,8,Normal
